CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventYear,EventType,lon_x1,lat_y1,lon_x2,lat_y2
gBqsPxAZ,Ladram Bay,UK,North-east Atlantic Ocean,160,,,20150328,2015,Cleanup,-3.280212053,50.65810185,-3.278261291,50.65886133
Surfrider Foundation Europe,"place brochard, 17390 ronce les bains, France",FR,North-east Atlantic Ocean,77,,,20150328,2015,Cleanup,-1.16235,45.7969,-1.16135,45.7969
gBqsPxAZ,Praa Sands,UK,North-east Atlantic Ocean,1511,,,20150328,2015,Cleanup,-5.374971512,50.09744181,-5.394523717,50.10293096
Surfrider Foundation Europe,"185 Avenue de la Grande C?t?, 17420 Saint-Palais-sur-Mer, France",FR,North-east Atlantic Ocean,77,,,20150328,2015,Cleanup,-1.12319,45.6524,-1.12219,45.6524
Surfrider Foundation Europe,"Sa Mesa Longa San vero Milis, 09070 San Vero Milis, Italie",IT,Mediterranean Sea,86,,,20150329,2015,Cleanup,8.39707,40.044,8.39807,40.044
Surfrider Foundation Europe,"9 Corso Augusto Mombello, 18038 Sanremo, Italie",IT,Mediterranean Sea,80,,,20150329,2015,Cleanup,7.77606,43.816,7.77706,43.816
Surfrider Foundation Europe,"3 Urbanitzacio Arenals Mar Sector 1, 17256 Pals, Espagne",ES,Mediterranean Sea,83,,,20150329,2015,Cleanup,3.20001,41.9958,3.20101,41.9958
Surfrider Foundation Europe,"4 All?e Pierre Ortal, 33680 Lacanau, France",FR,North-east Atlantic Ocean,78,,,20150329,2015,Cleanup,-1.20289,45.001,-1.20189,45.001
Surfrider Foundation Europe,"505 Rue du Theven Bras, 29250 Santec, France",FR,North-east Atlantic Ocean,73,,,20150330,2015,Cleanup,-4.05654,48.6937,-4.05554,48.6937
gBqsPxAZ,gggg,IT,Mediterranean Sea,116,Urban,Pebbels,20150330,2015,Cleanup,14.82344972,40.64030411,14.82410823,40.63939
Surfrider Foundation Europe,"12 Boulevard maritime, 14150 Ouistreham, France",FR,North-east Atlantic Ocean,72,,,20150331,2015,Cleanup,-0.252883,49.291,-0.251883,49.291
gBqsPxAZ,Nachsholim,IL,Mediterranean Sea,154,Rural,Sandy,20150401,2015,Cleanup,34.92072037,32.62147269,34.91928956,32.62089092
Surfrider Foundation Europe,"23 Boulevard Aristide Briand, 14150 Ouistreham, France",FR,North-east Atlantic Ocean,72,,,20150402,2015,Cleanup,-0.262732,49.2914,-0.261732,49.2914
Surfrider Foundation Europe,"3 Rue du Ch?telet, 22750 Saint-Jacut-de-la-Mer, France",FR,North-east Atlantic Ocean,73,,,20150402,2015,Cleanup,-2.19003,48.5973,-2.18903,48.5973
Aarhus University - Denmark,"MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20150402,2015,Monitoring,12.12396176,54.80588175,12.12483001,54.80663181
Surfrider Foundation Europe,"12 Promenade Pierre D?port, 14150 Ouistreham, France",FR,North-east Atlantic Ocean,72,,,20150403,2015,Cleanup,-0.245513,49.2794,-0.244513,49.2794
gBqsPxAZ,clogherhead 1000m louth,IE,North-east Atlantic Ocean,728,,,20150404,2015,Cleanup,-6.231634643,53.788766,-6.237113103,53.78306094
gBqsPxAZ,clogherhead 100m co louth,IE,North-east Atlantic Ocean,141,,,20150404,2015,Cleanup,-6.23400801,53.78761051,-6.232999895,53.78873199
Surfrider Foundation Europe,"D106E3 L?ge-Cap-Ferret, 33950 L?ge-Cap-Ferret, France",FR,North-east Atlantic Ocean,79,,,20150405,2015,Cleanup,-1.23009,44.7984,-1.22909,44.7984
Legambiente Onlus,Spiaggetta di Ginosa (TA),IT,Mediterranean Sea,100,,,20150405,2015,Monitoring,16.8903,40.42366,16.8913,40.42366
Surfrider Foundation Europe,"avenue des dunes, 85470 bretignolles sur mer, France",FR,North-east Atlantic Ocean,76,,,20150405,2015,Cleanup,-1.85496,46.6071,-1.85396,46.6071
Surfrider Foundation Europe,"10 Rue de Mer Melen, 22610 Pleubian, France",FR,North-east Atlantic Ocean,73,,,20150405,2015,Cleanup,-3.0925,48.8699,-3.0915,48.8699
Surfrider Foundation Europe,"Beg an Dorchen Plomeur, 29120 Plomeur, France",FR,North-east Atlantic Ocean,74,,,20150405,2015,Cleanup,-4.34846,47.8373,-4.34746,47.8373
Surfrider Foundation Europe,"D328 Vielle-Saint-Girons, 40560 Vielle-Saint-Girons, France",FR,North-east Atlantic Ocean,80,,,20150405,2015,Cleanup,-1.37037,43.9306,-1.36937,43.9306
gBqsPxAZ,carne beach co wexford,IE,North-east Atlantic Ocean,76,,,20150405,2015,Cleanup,-6.348033882,52.19171197,-6.348303377,52.19237279
Surfrider Foundation Europe,"Beg an Dorchen Plomeur, 29120 Plomeur, France",FR,North-east Atlantic Ocean,74,,,20150405,2015,Cleanup,-4.34846,47.8373,-4.34746,47.8373
gBqsPxAZ,long beach 1000m,IE,North-east Atlantic Ocean,893,,,20150406,2015,Cleanup,-8.955639245,51.55115214,-8.965121661,51.55665994
gBqsPxAZ,long beach cork 100m,IE,North-east Atlantic Ocean,155,,,20150406,2015,Cleanup,-8.956641353,51.55245631,-8.955597061,51.55122045
gBqsPxAZ,silver strand 1000,IE,North-east Atlantic Ocean,446,,,20150407,2015,Cleanup,-9.885489777,53.64597936,-9.888752115,53.64950231
gBqsPxAZ,silver strand 100m,IE,North-east Atlantic Ocean,151,,,20150407,2015,Cleanup,-9.886079036,53.64703412,-9.885489516,53.64572619
Surfrider Foundation Europe,"Unnamed Road Carcans, 33121 Carcans, France",FR,North-east Atlantic Ocean,78,,,20150409,2015,Cleanup,-1.18724,45.1137,-1.18624,45.1137
Surfrider Foundation Europe,"Rue de Fontreven, 22120 Hillion, France",FR,North-east Atlantic Ocean,73,,,20150409,2015,Cleanup,-2.65401,48.5258,-2.65301,48.5258
Surfers Against Sewage,"Towan Beach, Newquay",UK,North-east Atlantic Ocean,87,Urban,Sandy,20150411,2015,Cleanup,-5.084430559,50.41515316,-5.083201283,50.4152327
Black Sea NGO Network || MELTEMI,Arabela,BG,Black Sea,101,Rural,Sandy,20150411,2015,Cleanup,28.08948281,43.37343973,28.09019091,43.3741884
Surfrider Foundation Europe,"Plage des Orpelli?res ? Valras- 34350, 34350 Valras-Plage, France",FR,Mediterranean Sea,81,,,20150411,2015,Cleanup,3.30648,43.2519,3.30748,43.2519
Surfrider Foundation Europe,"6 R?sidence du Casino Boulevard de la plage Surf City, 33680 Lacanau, France",FR,North-east Atlantic Ocean,78,,,20150412,2015,Cleanup,-1.19474,45.0021,-1.19374,45.0021
Surfrider Foundation Europe,"99 Via Aurelia di Levante, 16016 Cogoleto, Italie",IT,Mediterranean Sea,79,,,20150412,2015,Cleanup,8.66248,44.3906,8.66348,44.3906
Surfrider Foundation Europe,"Plage de Wolmar , 00000 Flic en Flac, Maurice",Int,,178,,,20150412,2015,Cleanup,57.3665,-20.2798,57.3675,-20.2798
Surfrider Foundation Europe,"35 Promenade du Grand Large, 13008 Marseille, France",FR,Mediterranean Sea,81,,,20150412,2015,Cleanup,5.36259,43.2406,5.36359,43.2406
Surfrider Foundation Europe,"D82 Messanges, 40660 Messanges, France",FR,North-east Atlantic Ocean,80,,,20150412,2015,Cleanup,-1.40451,43.8161,-1.40351,43.8161
DeFishGear - Slovenia,Levernaka,HR,Mediterranean Sea,34,,Other (mixed),20150412,2015,Cleanup,15.25029074,43.82087092,15.25060188,43.82066965
Mare Nostrum,Saturn,RO,Black Sea,102,Urban,Sandy,20150413,2015,Monitoring,28.59051,43.83461,28.59055,43.83369
Mare Nostrum,Vama Veche,RO,Black Sea,102,Rural,Sandy,20150413,2015,Monitoring,28.57783,43.7486,28.57829,43.74774
Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20150413,2015,Monitoring,28.64046,43.95488,28.64006,43.954
Surfrider Foundation Europe,"centre UCPA, 40140 Soustons, France",Int,North-east Atlantic Ocean,80,,,20150413,2015,Cleanup,-1.3269,43.7556,-1.3259,43.7556
Surfrider Foundation Europe,"corniche JOHN F  KENNEDY , 13008 MARSEILLE, France",FR,Mediterranean Sea,81,,,20150413,2015,Cleanup,5.35794,43.2683,5.35894,43.2683
Mare Nostrum,Eforie,RO,Black Sea,105,Urban,Sandy,20150413,2015,Monitoring,28.64498,44.0462,28.64536,44.0453
Surfrider Foundation Europe,"25 Rue de la Gr?ve, 35400 Saint-Malo, France",FR,North-east Atlantic Ocean,73,,,20150414,2015,Cleanup,-1.98218,48.6768,-1.98118,48.6768
DeFishGear - Slovenia,Sakarun,HR,Mediterranean Sea,68,,Sandy,20150414,2015,Monitoring,14.87132049,44.13319602,14.87187839,44.13365804
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20150414,2015,Cleanup,28.63048,44.31021,28.63005,44.30936
Mare Nostrum,Corbu,RO,Black Sea,104,Rural,Sandy,20150414,2015,Cleanup,28.70474,44.36764,28.70428,44.36672
Mare Nostrum,Mamaia ,RO,Black Sea,107,Urban,Sandy,20150414,2015,Cleanup,28.62236,44.28098,28.62222,44.28002
Surfrider Foundation Europe,"1B Chemin de Toul Trez, 22343 Tr_eurden, France",FR,North-east Atlantic Ocean,73,,,20150415,2015,Cleanup,-3.57799,48.7841,-3.57699,48.7841
Surfrider Foundation Europe,"39 Zurriola Ibilbidea, 20002 Donostia, Espagne",ES,North-east Atlantic Ocean,81,,,20150415,2015,Cleanup,-1.97507,43.3262,-1.97407,43.3262
DeFishGear - Slovenia,Porat,SI,Mediterranean Sea,71,,Pebbels,20150415,2015,Monitoring,14.29015576,44.51666263,14.28949057,44.51709407
Surfrider Foundation Europe,"5153F Rue Bouronne, 13600 La Ciotat, France",FR,Mediterranean Sea,81,,,20150416,2015,Cleanup,5.60515,43.1737,5.60615,43.1737
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20150416,2015,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Surfrider Foundation Europe,"375 De Ulia Ibilbidea, 20013 Donostia, Espagne",ES,North-east Atlantic Ocean,81,,,20150417,2015,Cleanup,-1.94793,43.3321,-1.94693,43.3321
Surfrider Foundation Europe,"Les Baumees de Cancaval Pleurtuit, 35730 Pleurtuit, France",FR,North-east Atlantic Ocean,73,,,20150417,2015,Cleanup,-2.02707,48.6031,-2.02607,48.6031
Surfrider Foundation Europe,"400-498 Avenida Costanera, Buenos A Santa Teresita, Argentine",Int,,203,,,20150417,2015,Cleanup,-56.6887,-36.5346,-56.6877,-36.5346
Surfers Against Sewage,"Royal Victoria Country Park, Netley",UK,North-east Atlantic Ocean,242,,,20150418,2015,Cleanup,-1.350690952,50.86954093,-1.34824696,50.86798927
Surfrider Foundation Europe,"55 Stenudden, 43953 43953, Su?de",SE,North-east Atlantic Ocean,60,,,20150418,2015,Cleanup,12.0863,57.3408,12.0873,57.3408
Surfrider Foundation Europe,"54 Via Ronchi, 16155 Genova, Italie",IT,Mediterranean Sea,79,,,20150418,2015,Cleanup,8.82438,44.4233,8.82538,44.4233
Surfrider Foundation Europe,"via lungomare di pegli, 16155 Genova, Italie",IT,Mediterranean Sea,79,,,20150418,2015,Cleanup,8.81444,44.4253,8.81544,44.4253
Surfrider Foundation Europe,"27-33 Lungomare di Ponente, 00054 Fregene, Italie",IT,Mediterranean Sea,83,,,20150418,2015,Cleanup,12.1916,41.856,12.1926,41.856
Surfrider Foundation Europe,"51 Rue du Perzel, 29217 Plougonvelin, France",FR,North-east Atlantic Ocean,73,,,20150418,2015,Cleanup,-4.7011,48.3395,-4.7001,48.3395
Surfrider Foundation Europe,"1 Parco del Conero, 60020 Sirolo, Italie",IT,Mediterranean Sea,81,,,20150419,2015,Cleanup,13.617,43.5326,13.618,43.5326
Surfrider Foundation Europe,"6 All?e des Coquelicots, 44250 Saint-Brevin-les-Pins, France",FR,North-east Atlantic Ocean,75,,,20150419,2015,Cleanup,-2.15732,47.2061,-2.15632,47.2061
Surfrider Foundation Europe,", 33680 Le Porge, France",Int,North-east Atlantic Ocean,79,,,20150419,2015,Cleanup,-1.09213,44.8723,-1.09113,44.8723
Surfrider Foundation Europe,"Unnamed Road Capbreton, 40130 Capbreton, France",FR,North-east Atlantic Ocean,81,,,20150419,2015,Cleanup,-1.45081,43.6237,-1.44981,43.6237
Aarhus University - Denmark,"Ris, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20150420,2015,Monitoring,12.08366018,55.6922447,12.0840066,55.69312056
Surfrider Foundation Europe,"3 Rue Flippe Comp?re, 62600 Berck, France",FR,North-east Atlantic Ocean,70,,,20150423,2015,Cleanup,1.55862,50.4089,1.55962,50.4089
Surfrider Foundation Europe,"62-64 Boulevard de la Pr?e, 44770 Pr?failles, France",FR,North-east Atlantic Ocean,75,,,20150423,2015,Cleanup,-2.22883,47.1448,-2.22783,47.1448
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20150424,2015,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Surfrider Foundation Europe,"49 Avenue Paul Roullet, 17110 Saint-Georges-de-Didonne, France",FR,North-east Atlantic Ocean,78,,,20150425,2015,Cleanup,-0.987636,45.5798,-0.986636,45.5798
Surfrider Foundation Europe,"193 N-332, 03189 Orihuela, Espagne",ES,Mediterranean Sea,89,,,20150425,2015,Cleanup,-0.728759,37.9255,-0.727759,37.9255
Surfrider Foundation Europe,"5468 Route du Minou, 29280 Plouzan, France",FR,North-east Atlantic Ocean,73,,,20150425,2015,Cleanup,-4.61536,48.3401,-4.61436,48.3401
Perseus,Vama Veche  2 Mai,RO,Black Sea,2511,Rural,Other (mixed),20150425,2015,Cleanup,28.58188921,43.77835953,28.57638704,43.75610959
Legambiente Onlus,"Spiaggia di Marechiaro, Anzio (RM)",IT,Mediterranean Sea,100,,,20150425,2015,Cleanup,12.608048,41.467195,12.609048,41.467195
Perseus,Ammos Beach Mamaia,RO,Black Sea,447,,Sandy,20150426,2015,Cleanup,28.62298962,44.28253854,28.62244442,44.27853049
Surfrider Foundation Europe,"Viale Nettuno Lido di Metaponto, 75012 Lido di Metaponto, Italie",IT,Mediterranean Sea,86,,,20150426,2015,Cleanup,16.8366,40.3594,16.8376,40.3594
Surfrider Foundation Europe,"6 Avenue des Sables, 33121 Carcans, France",FR,North-east Atlantic Ocean,78,,,20150426,2015,Cleanup,-1.19196,45.0819,-1.19096,45.0819
Surfrider Foundation Europe,"mairie de saint aubin sur mer , 14750 saint aubin sur mer , France",FR,North-east Atlantic Ocean,72,,,20150426,2015,Cleanup,-0.39261,49.3319,-0.39161,49.3319
Legambiente Onlus,"Spiaggia di Marina di Vecchiano, Pisa (PI)",IT,Mediterranean Sea,100,,,20150426,2015,Monitoring,10.26933,43.78172,10.27033,43.78172
Perseus,Flora Mamaia,RO,Black Sea,194,Urban,Sandy,20150426,2015,Cleanup,28.63002627,44.22886691,28.62917035,44.23050537
Surfrider Foundation Europe,"Viale Nettuno Lido di Metaponto, 75012 Lido di Metaponto, Italie",IT,Mediterranean Sea,86,,,20150426,2015,Cleanup,16.8366,40.3594,16.8376,40.3594
Aarhus University - Denmark,MSFD Skagen,DK,North-east Atlantic Ocean,99,Rural,Other (mixed),20150427,2015,Monitoring,10.58123183,57.74860901,10.58281088,57.74891554
Perseus,Port des Canonge,ES,Mediterranean Sea,82,Urban,Pebbels,20150427,2015,Cleanup,2.554498935,39.70007968,2.555432344,39.69994761
Surfrider Foundation Europe,"Avenida da Praia Peniche, 2520-206 Peniche, Portugal",PT,North-east Atlantic Ocean,87,,,20150427,2015,Cleanup,-9.36366,39.3588,-9.36266,39.3588
Surfrider Foundation Europe,"Route du Caro, 29470 Plougastel-Daoulas, France",FR,North-east Atlantic Ocean,73,,,20150428,2015,Cleanup,-4.43866,48.342,-4.43766,48.342
Surfers Against Sewage,"Swanwick, downstream universal marina ",UK,North-east Atlantic Ocean,360,,,20150428,2015,Cleanup,-1.305427126,50.87288029,-1.305899834,50.86965895
Surfrider Foundation Europe,"Unnamed Road Ploudalm_eau, 29830 Ploudalm_eau, France",FR,North-east Atlantic Ocean,73,,,20150430,2015,Cleanup,-4.66775,48.5742,-4.66675,48.5742
Surfrider Foundation Europe,"1808 Route de la Corniche, 29910 Tr_unc, France",FR,North-east Atlantic Ocean,74,,,20150501,2015,Cleanup,-3.83165,47.7959,-3.83065,47.7959
Surfrider Foundation Europe,"191-223 Regattastra_, 12527 Berlin, Allemagne",Int,,67,,,20150502,2015,Cleanup,13.5879,52.4124,13.5889,52.4124
Surfrider Foundation Europe,"Tr_mpan, 29830 Ploudalm_eau, France",FR,North-east Atlantic Ocean,73,,,20150502,2015,Cleanup,-4.67077,48.5737,-4.66977,48.5737
HCMR@School,????????????? ????????,GR,Mediterranean Sea,78,,,20150502,2015,Cleanup,25.28194852,35.33419838,25.28267278,35.33385486
gBqsPxAZ,praia da Lagoa,PT,North-east Atlantic Ocean,1,Urban,Sandy,20150503,2015,Cleanup,-8.775482082,41.3916902,-8.775477292,41.39169915
Legambiente Onlus,"Duna della foresta Regionale di Cuma, Pozzuoli (NA)",IT,Mediterranean Sea,100,,,20150503,2015,Monitoring,14.04784,40.84449,14.04884,40.84449
Surfrider Foundation Europe,"75 Rue de la Roche Bonneau, 85800 Saint-Gilles-Croix-de-Vie, France",FR,North-east Atlantic Ocean,76,,,20150503,2015,Cleanup,-1.92615,46.6818,-1.92515,46.6818
Surfrider Foundation Europe,La Barre,FR,North-east Atlantic Ocean,100,Near river mouth,Sandy,20150504,2015,Cleanup,-1.524109783,43.52656849,-1.523399028,43.52730107
Surfrider Foundation Europe,"Kernav_o Crozon, 29160 Crozon, France",FR,North-east Atlantic Ocean,74,,,20150505,2015,Cleanup,-4.54547,48.2405,-4.54447,48.2405
Legambiente Onlus,"Spiaggia della Feniglia, Orbetello (GR)",IT,Mediterranean Sea,100,,,20150505,2015,Monitoring,11.26894,42.41937,11.26994,42.41937
Surfrider Foundation Europe,"Kernav_o Crozon, 29160 Crozon, France",FR,North-east Atlantic Ocean,74,,,20150505,2015,Cleanup,-4.54523,48.2405,-4.54423,48.2405
Surfrider Foundation Europe,"Elmina, 000000 Nouakchott, Mauritanie",Int,,115,,,20150505,2015,Cleanup,-10.9408,21.0079,-10.9398,21.0079
Marnoba,"Canet de Mar, Barcelona",ES,Mediterranean Sea,100,Urban,Sandy,20150506,2015,Cleanup,2.58830869,41.58764389,2.58930869,41.58764389
Marnoba,"La Concha, Las Palmas",ES,North-east Atlantic Ocean,100,Urban,Rocky,20150506,2015,Cleanup,-13.57621,28.95393,-13.57521,28.95393
Legambiente Onlus,"Spiaggia Palombina, Ancona (AN)",IT,Mediterranean Sea,100,,,20150506,2015,Cleanup,13.4522222,43.6110278,13.4532222,43.6110278
Surfrider Foundation Europe,"Gal_ia, 20245 Gal_ia, France",FR,Mediterranean Sea,82,,,20150506,2015,Cleanup,8.64973,42.409,8.65073,42.409
Surfrider Foundation Europe,"Portsall, 29830 Ploudalm_eau, France",FR,North-east Atlantic Ocean,73,,,20150507,2015,Cleanup,-4.68548,48.5711,-4.68448,48.5711
Surfrider Foundation Europe,"Avenue du Truc Vert L_e-Cap-Ferret, 33950 L_e-Cap-Ferret, France",FR,North-east Atlantic Ocean,79,,,20150507,2015,Cleanup,-1.25256,44.7005,-1.25156,44.7005
Marnoba,"La Barra, Barcelona",ES,Mediterranean Sea,100,Urban,Sandy,20150508,2015,Cleanup,1.79017,41.22706,1.79117,41.22706
Surfrider Foundation Europe,"41 Zeedijk, 8380 zeebrugge, Belgique",BE,North-east Atlantic Ocean,69,,,20150509,2015,Cleanup,3.17168,51.3275,3.17268,51.3275
Legambiente Onlus,"Spiaggia Vulpiglia, Pachino (SR)",IT,Mediterranean Sea,100,,,20150509,2015,Monitoring,15.12025,36.71031,15.12125,36.71031
Surfrider Foundation Europe,"1 Corso Giacomo Matteotti, 17019 Varazze, Italie",IT,Mediterranean Sea,79,,,20150509,2015,Cleanup,8.5777,44.3582,8.5787,44.3582
Surfers Against Sewage,watergate bay,UK,North-east Atlantic Ocean,63,Rural,Other (mixed),20150509,2015,Cleanup,-5.042267051,50.44447348,-5.04268562,50.44397566
Legambiente Onlus,"Spiaggia Isola delle Correnti, Portopalo di Capo Passero (SR)",IT,Mediterranean Sea,100,,,20150509,2015,Monitoring,15.0802,36.64875,15.0812,36.64875
Legambiente Onlus,"Spiaggia di Tor Caldara, Anzio (RM)",IT,Mediterranean Sea,100,,,20150509,2015,Monitoring,12.58944,41.48777,12.59044,41.48777
Marnoba,"Cala Tamariua, Girona",ES,Mediterranean Sea,100,Rural,Sandy,20150509,2015,Cleanup,3.209644448,42.34277254,3.210644448,42.34277254
Legambiente Onlus,"Spiaggia Di Eraclea, Ceggia (VE)",IT,Mediterranean Sea,100,,,20150509,2015,Cleanup,12.73505,45.53137,12.73605,45.53137
Surfrider Foundation Europe,"2-4 Urkitzaurrealde Auzoa, 48130 Bakio, Espagne",ES,North-east Atlantic Ocean,81,,,20150509,2015,Cleanup,-2.81268,43.4272,-2.81168,43.4272
Surfrider Foundation Europe,"92 Passeggiata delle Sirene, 00040 Lido Di Enea Lavinio, Italie",IT,Mediterranean Sea,84,,,20150509,2015,Cleanup,12.5894,41.4873,12.5904,41.4873
Surfrider Foundation Europe,"46 Rue du Bedume, 56190 Ambon, France",FR,North-east Atlantic Ocean,75,,,20150509,2015,Cleanup,-2.5125,47.5257,-2.5115,47.5257
gBqsPxAZ,Clevedon,UK,North-east Atlantic Ocean,497,Urban,Sandy,20150510,2015,Cleanup,-2.864061413,51.44071725,-2.867805707,51.43689271
Surfrider Foundation Europe,"96 Chemin de la Pointe du si_e, 14150 Ouistreham, France",FR,North-east Atlantic Ocean,72,,,20150510,2015,Cleanup,-0.235688,49.2752,-0.234688,49.2752
Surfers Against Sewage,Netley cricket field shoreline,UK,North-east Atlantic Ocean,15,,,20150510,2015,Cleanup,-1.35830235,50.87570049,-1.358437098,50.87580145
Surfrider Foundation Europe,"Les Combes La Couarde-sur-Mer, 17670 La Couarde-sur-Mer, France",FR,North-east Atlantic Ocean,77,,,20150510,2015,Cleanup,-1.45121,46.1986,-1.45021,46.1986
Legambiente Onlus,"Spiaggia alla foce del Fiume Irminio, Ragusa (RG)",IT,Mediterranean Sea,100,,,20150510,2015,Monitoring,14.59553,36.77258,14.59653,36.77258
Marnoba,"Punta del Riu, Tarragona",ES,Mediterranean Sea,100,Urban,Sandy,20150510,2015,Cleanup,0.931079791,40.9905596,0.932079791,40.9905596
Surfrider Foundation Europe,"2 Place de la Concorde, 33680 Lacanau, France",FR,North-east Atlantic Ocean,78,,,20150510,2015,Cleanup,-1.20326,44.9935,-1.20226,44.9935
Marnoba,"Cala Santes Creus, Tarragona",ES,Mediterranean Sea,100,Near river mouth,Sandy,20150510,2015,Cleanup,0.781844848,40.86096063,0.782844848,40.86096063
Legambiente Onlus,"Spiaggia Saline Punta della Contessa, Brindisi (BR)",IT,Mediterranean Sea,100,,,20150510,2015,Monitoring,18.01778,40.62242,18.01878,40.62242
Legambiente Onlus,"Spiaggia a nord foce del Tusciano, Pontecagnano (SA)",IT,Mediterranean Sea,100,,,20150510,2015,Monitoring,14.88346,40.57992,14.88446,40.57992
Athens Goulandri Natural History Museum,??????? ????????? ??????? ????????,GR,Mediterranean Sea,76,Urban,Sandy,20150510,2015,Cleanup,23.81457003,38.0740119,23.81500992,38.07460311
Marnoba,"El Serrallo, Tarragona",ES,Mediterranean Sea,100,Near river mouth,Sandy,20150510,2015,Cleanup,0.825178047,40.66884067,0.826178047,40.66884067
Legambiente Onlus,"Cala Sala - Cala Incina, Polignano a Mare (BA)",IT,Mediterranean Sea,100,,,20150510,2015,Monitoring,17.25751,40.9802,17.25851,40.9802
Surfers Against Sewage,Netley Royal Victoria country park,UK,North-east Atlantic Ocean,141,,,20150510,2015,Cleanup,-1.347599048,50.86798198,-1.34927431,50.86869209
Surfrider Foundation Europe,"314 All_ du Grand Pr, 56760 P_estin, France",FR,North-east Atlantic Ocean,75,,,20150511,2015,Cleanup,-2.47234,47.4821,-2.47134,47.4821
Surfrider Foundation Europe,"1, Place du G__al de Gaulle, 56740 Locmariaquer, France",FR,North-east Atlantic Ocean,75,,,20150511,2015,Cleanup,-2.94329,47.5697,-2.94229,47.5697
Surfrider Foundation Europe,"College de MATAURA, 98754 TUBUAI, Polyn_ie fran_ise",Int,,183,,,20150513,2015,Cleanup,-149.459,-23.3444,-149.458,-23.3444
Surfrider Foundation Europe,"Le Ruault, 56370 SARZEAU, France",FR,North-east Atlantic Ocean,75,,,20150513,2015,Cleanup,-2.78506,47.5524,-2.78406,47.5524
Surfrider Foundation Europe,"5 Impasse des Courlis, 56370 Le Tour-du-Parc, France",FR,North-east Atlantic Ocean,75,,,20150514,2015,Cleanup,-2.64907,47.5183,-2.64807,47.5183
Surfrider Foundation Europe,"117 Via Rio Marina, 00054 Fregene, Italie",IT,Mediterranean Sea,83,,,20150515,2015,Cleanup,12.204,41.8304,12.205,41.8304
Surfrider Foundation Europe,"26 All_ Lo_ Caradec, 56000 Vannes, France",FR,North-east Atlantic Ocean,74,,,20150515,2015,Cleanup,-2.76376,47.632,-2.76276,47.632
Surfrider Foundation Europe,"84 Avenue des Ar_es, 40510 Seignosse, France",FR,North-east Atlantic Ocean,80,,,20150515,2015,Cleanup,-1.43947,43.6959,-1.43847,43.6959
Surfrider Foundation Europe,"Plage centrale , 33990 Hourtin, France",FR,North-east Atlantic Ocean,78,,,20150516,2015,Cleanup,-1.17325,45.2158,-1.17225,45.2158
